accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_002MBRV.1,B.D.4.1.1,30/11/2018,United Kingdom,,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15276,18/08/2021,MZ516098.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ516098.1,,,OX01A-8052-V02,0,0
PP_002MBTR.1,B.D.E.2,10/12/2019,United Kingdom,,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15275,18/08/2021,MZ516102.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ516102.1,,,OX02-8541-V01,0,0
PP_002MC9T.1,B.D.E.2,26/11/2018,Netherlands,,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15271,18/08/2021,MZ516135.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ516135.1,,,UU01A-0035-V02,0,0
PP_002MCDK.1,B.D.4.1,18/11/2017,Netherlands,,"Lin, G.-L.; Drysdale, S. B.; Snape, M. D.; O'Connor, D.; Brown, A.; MacIntyre-Cockett, G.; Mellado-Gomez, E.; de Cesare, M.; Bonsall, D.; Ansari, M. A.; Oner, D.; Aerssens, J.; Butler, C.; Bont, L.; Openshaw, P.; Martinon-Torres, F.; Nair, H.; Bowden, R.; Golubchik, T.; Pollard, A. J.","Oxford Vaccine Group, Department of Paediatrics, University of Oxford",Homo sapiens,15277,18/08/2021,MZ516141.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ516141.1,,,UU02-0006-V01,0,0
PP_002MCJ8.1,B,04/12/1998,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15085,13/02/2024,MZ568931.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993233478,,,MZ568931.1,,,Ger/302/98-99,0,0
PP_002MCL4.1,B,14/12/2000,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15182,13/02/2024,MZ568933.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568933.1,,,GER/329/00-01,0,0
PP_002MCM2.1,B,23/11/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15191,13/02/2024,MZ568934.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999868611,,,MZ568934.1,,,GER/359/02-03,0,0
PP_002MCN0.1,B.D.1,25/11/2010,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15204,13/02/2024,MZ568935.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998620418,,,MZ568935.1,,,GER/369/10-11,0,0
PP_002MCQW.1,B.D.4.1.1,07/11/2016,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15141,13/02/2024,MZ568937.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993233478,,,MZ568937.1,,,GER/416/16-17,0,0
PP_002MCRU.1,B,08/12/2003,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15106,13/02/2024,MZ568938.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995467087,,,MZ568938.1,,,GER/485/03-04,0,0
PP_002MCTQ.1,B,12/12/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15148,13/02/2024,MZ568940.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999014584,,,MZ568940.1,,,GER/537/02-03,0,0
PP_002MCUN.1,B,15/12/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15215,13/02/2024,MZ568941.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ568941.1,,,GER/588/02-03,0,0
PP_002MCVL.1,B.D,25/12/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15072,13/02/2024,MZ568942.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.989029037,,,MZ568942.1,,,GER/591/06-07,0,0
PP_002MCXG.1,B.D,03/01/2011,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15119,13/02/2024,MZ568944.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993233478,,,MZ568944.1,,,GER/804/10-11,0,0
PP_002MCYE.1,B,16/01/2003,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15176,13/02/2024,MZ568945.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999080279,,,MZ568945.1,,,GER/851/02-03,0,0
PP_002MCZC.1,B,06/01/2005,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15166,13/02/2024,MZ568946.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998489029,,,MZ568946.1,,,GER/913/04-05,0,0
PP_002MD0A.1,B.D,29/01/2008,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15226,13/02/2024,MZ568947.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998554723,,,MZ568947.1,,,GER/915/07-08,0,0
PP_002MD18.1,B.D,29/01/2007,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15122,13/02/2024,MZ568948.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993299172,,,MZ568948.1,,,GER/962/06-07,0,0
PP_002MD26.1,B.D.4.1,28/12/2015,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15135,13/02/2024,MZ568949.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.994218894,,,MZ568949.1,,,GER/987/15-16,0,1
PP_002MD34.1,B.D,03/02/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15252,13/02/2024,MZ568950.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568950.1,,,GER/1068/01-02,0,0
PP_002MD50.1,B,20/01/2005,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15084,13/02/2024,MZ568952.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993233478,,,MZ568952.1,,,GER/1188/04-05,0,0
PP_002MD6Y.1,B.D,22/01/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15205,13/02/2024,MZ568953.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998751807,,,MZ568953.1,,,GER/1237/03-04,0,2
PP_002MD7W.1,B,25/01/2005,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15122,13/02/2024,MZ568954.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995598476,,,MZ568954.1,,,GER/1238/04-05,0,0
PP_002MD8U.1,B.D.4,20/01/2014,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15150,13/02/2024,MZ568955.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995270004,,,MZ568955.1,,,GER/1264/13-14,0,0
PP_002MD9S.1,B.D,28/01/2005,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15206,13/02/2024,MZ568956.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998751807,,,MZ568956.1,,,GER/1300/04-05,0,0
PP_002MDBN.1,B.D,15/01/2011,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15180,13/02/2024,MZ568958.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99566417,,,MZ568958.1,,,GER/1337/10-11,0,0
PP_002MDGC.1,B.D,01/03/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15181,13/02/2024,MZ568963.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996518197,,,MZ568963.1,,,GER/1856/05-06,0,0
PP_002MDK5.1,B.D.4.1,21/01/2015,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15144,13/02/2024,MZ568966.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993233478,,,MZ568966.1,,,GER/1922/14-15,0,0
PP_002MDNZ.1,B,07/02/2000,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15124,13/02/2024,MZ568969.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995467087,,,MZ568969.1,,,GER/2068/99-00,0,0
PP_002MDQV.1,B,03/03/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15136,13/02/2024,MZ568971.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996583892,,,MZ568971.1,,,GER/2160/03-04,0,0
PP_002MDRT.1,B,18/03/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15099,13/02/2024,MZ568972.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995467087,,,MZ568972.1,,,GER/2173/01-02,0,0
PP_002MDSR.1,B.D,05/03/2012,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15202,13/02/2024,MZ568973.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998489029,,,MZ568973.1,,,GER/2175/11-12,0,3
PP_002MDUM.1,B.D.1,27/01/2009,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15252,13/02/2024,MZ568975.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568975.1,,,GER/2280/08-09,0,0
PP_002MDVK.1,B.D,12/03/2012,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,14973,13/02/2024,MZ568976.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.983707791,,,MZ568976.1,,,GER/2303/11-12,0,0
PP_002MDWH.1,B.D,23/02/2007,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15165,13/02/2024,MZ568977.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99461306,,,MZ568977.1,,,GER/2333/06-07,0,0
PP_002MDYD.1,B.D,16/03/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15247,13/02/2024,MZ568979.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568979.1,,,GER/2432/03-04,0,0
PP_002MDZB.1,B.D,12/03/2001,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15210,13/02/2024,MZ568980.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996518197,,,MZ568980.1,,,GER/2512/00-01,0,0
PP_002ME09.1,B,09/04/2002,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15100,13/02/2024,MZ568981.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.994678754,,,MZ568981.1,,,GER/2581/01-02,0,0
PP_002ME17.1,B.D,01/04/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15246,13/02/2024,MZ568982.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568982.1,,,GER/2594/03-04,0,0
PP_002ME25.1,B.D,08/04/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15254,13/02/2024,MZ568983.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568983.1,,,GER/2631/03-04,0,0
PP_002ME33.1,B.D,16/04/2004,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15146,13/02/2024,MZ568984.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99461306,,,MZ568984.1,,,GER/2666/03-04,0,0
PP_002ME41.1,B.D.4.1,09/02/2015,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15130,13/02/2024,MZ568985.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.993956116,,,MZ568985.1,,,GER/2689/14-15,0,0
PP_002ME6X.1,B.D,26/03/2012,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15004,13/02/2024,MZ568987.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.985678623,,,MZ568987.1,,,GER/2744/11-12,0,0
PP_002ME7V.1,B.D.1,30/03/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15057,13/02/2024,MZ568988.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.989160426,,,MZ568988.1,,,GER/2797/05-06,0,0
PP_002ME9R.1,B.D,02/02/2009,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15077,13/02/2024,MZ568990.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.988831954,,,MZ568990.1,,,GER/2877/08-09,0,0
PP_002MEAP.1,B.D.4,10/02/2013,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15245,13/02/2024,MZ568991.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568991.1,,,GER/2941/12-13,0,0
PP_002MEBM.1,B.D,11/02/2011,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15033,13/02/2024,MZ568992.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.98758376,,,MZ568992.1,,,GER/2963/10-11,0,0
PP_002MECK.1,B.D,12/04/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15126,13/02/2024,MZ568993.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.99356195,,,MZ568993.1,,,GER/3071/05-06,0,0
PP_002MEDH.1,B.D,17/04/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15246,13/02/2024,MZ568994.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568994.1,,,GER/3229/05-06,0,0
PP_002MEEF.1,B.D,25/04/2006,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15230,13/02/2024,MZ568995.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998554723,,,MZ568995.1,,,GER/3264/05-06,0,0
PP_002MEFD.1,B.D.1.1,23/02/2015,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15132,13/02/2024,MZ568996.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.994087505,,,MZ568996.1,,,GER/3371/14-15,0,0
PP_002MEGB.1,B.D.4.1,22/03/2016,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15207,13/02/2024,MZ568997.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998554723,,,MZ568997.1,,,GER/3406/15-16,0,0
PP_002MEH8.1,B,10/02/2009,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15193,13/02/2024,MZ568998.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,MZ568998.1,,,GER/3432/08-09,0,0
PP_002MEJ6.1,B.D,08/02/2009,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15256,13/02/2024,MZ568999.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,MZ568999.1,,,GER/3496/08-09,0,0
PP_002MEK4.1,B.D,10/02/2009,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15208,13/02/2024,MZ569000.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997635002,,,MZ569000.1,,,GER/3514/08-09,0,0
PP_002MEL2.1,B.D.1,01/03/2010,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,14945,13/02/2024,MZ569001.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.981802654,,,MZ569001.1,,,GER/3656/09-10,0,0
PP_002MEQU.1,B.D,26/04/2010,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15212,13/02/2024,MZ569005.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997569308,,,MZ569005.1,,,GER/4111/09-10,0,0
PP_002MESQ.1,B.D,08/03/2013,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15179,13/02/2024,MZ569007.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.996780975,,,MZ569007.1,,,GER/4644/12-13,0,0
PP_002METN.1,B,19/03/2005,Germany,,"Kondgen, S.; Reiche, J.",Robert Koch Insitut,Homo sapiens,15192,13/02/2024,MZ569008.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999868611,,,MZ569008.1,,,GER/5127/04-05,0,0
PP_002N59Y.1,B.D.4.1.3,2021-04,France,,"Coppee, R.; Chenane, H. R.; Bridier-Nahmias, A.; Tcherakian, C.; Catherinot, E.; Collin, G.; Lebourgeois, S.; Visseaux, B.; Descamps, D.; Vasse, M.; Farfour, E.","Universite de Paris, Inserm UMR1137",Homo sapiens,15205,07/10/2022,OK500264.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.998160557,,,OK500264.1,,,Patient_F_D4,0,0
PP_002N5AW.2,B.D,2008,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15249,07/11/2021,OK649685.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649685.1,,,HRSV/B/Brazil/37784/2008,0,0
PP_002N5BU.2,B.D,2008,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15253,07/11/2021,OK649686.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649686.1,,,HRSV/B/Brazil/37940/2008,0,0
PP_002N5CS.2,B.D,2008,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15251,07/11/2021,OK649687.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649687.1,,,HRSV/B/Brazil/37942/2008,0,0
PP_002N5DQ.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15241,07/11/2021,OK649688.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649688.1,,,HRSV/B/Brazil/38160/2009,0,0
PP_002N5EN.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15252,07/11/2021,OK649689.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999605834,,,OK649689.1,,,HRSV/B/Brazil/38174/2009,0,0
PP_002N5FL.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15258,07/11/2021,OK649690.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,OK649690.1,,,HRSV/B/Brazil/38184/2009,0,0
PP_002N5GJ.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15191,07/11/2021,OK649691.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.995729865,,,OK649691.1,,,HRSV/B/Brazil/38185/2009,0,0
PP_002N5HF.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15241,07/11/2021,OK649692.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999014584,,,OK649692.1,,,HRSV/B/Brazil/38191/2009,0,0
PP_002N5JD.2,B.D.4,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15251,07/11/2021,OK649693.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999737222,,,OK649693.1,,,HRSV/B/Brazil/38209/2009,0,0
PP_002N5KB.2,B.D,2009,Brazil,,"Wang, L.; Ng, T. F. F.; Castro, C. J.; Marine, R. L.; Magana, L. C.; Esona, M.; Peret, T. C. T.; Thornburg, N. J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",Homo sapiens,15241,07/11/2021,OK649694.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999014584,,,OK649694.1,,,HRSV/B/Brazil/38211/2009,0,0
