accessionVersion;lineage;sampleCollectionDate;geoLocCountry;geoLocAdmin1;authors;authorAffiliations;hostNameScientific;length;earliestReleaseDate;accession;submissionId;groupName;dataUseTerms;dataUseTermsUrl;biosampleAccession;completeness;geoLocAdmin2;geoLocCity;insdcAccessionFull;insdcRawReadsAccession;isLabHost;specimenCollectorSampleId;totalAmbiguousNucs;totalUnknownNucs
PP_001PPU8.1;A.D.2.2;2017-06-06;Argentina;Buenos Aires, Malvinas Argentinas;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15210;2023-02-11;PP_001PPU8;ON237321.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999080459770115;;;ON237321.1;;;HRSV/A/Argentina/BA-HNRG-342/2017;0;0
PP_001PPV6.1;A.D.2.2;2017-06-07;Argentina;Buenos Aires, Laferrere;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15211;2023-02-11;PP_001PPV6;ON237322.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9991461412151067;;;ON237322.1;;;HRSV/A/Argentina/BA-HNRG-343/2017;0;0
PP_001PPW4.1;A.D.2.2;2017-06-08;Argentina;Ciudad Autonoma de Buenos Aires;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15205;2023-02-11;PP_001PPW4;ON237323.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9986863711001642;;;ON237323.1;;;HRSV/A/Argentina/BA-HNRG-344/2017;0;0
PP_001PQ0W.1;A.D.2.2;2017-06-12;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15210;2023-02-11;PP_001PQ0W;ON237327.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999080459770115;;;ON237327.1;;;HRSV/A/Argentina/BA-HNRG-350/2017;0;0
PP_001PQ1U.1;A.D.2.2;2017-06-13;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15205;2023-02-11;PP_001PQ1U;ON237328.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9986206896551724;;;ON237328.1;;;HRSV/A/Argentina/BA-HNRG-351/2017;1;0
PP_001PQ4N.1;A.D.2.2;2017-06-15;Argentina;Ciudad Autonoma de Buenos Aires;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15211;2023-02-11;PP_001PQ4N;ON237331.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999080459770115;;;ON237331.1;;;HRSV/A/Argentina/BA-HNRG-354/2017;1;0
PP_001PQ6J.1;A.D.2.2;2017-06-16;Argentina;Buenos Aires, Don Torcuato;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15212;2023-02-11;PP_001PQ6J;ON237333.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9992118226600986;;;ON237333.1;;;HRSV/A/Argentina/BA-HNRG-356/2017;0;0
PP_001PQ8E.1;A.D.2.2;2017-06-19;Argentina;Buenos Aires, Gonzalez Catan;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15210;2023-02-11;PP_001PQ8E;ON237335.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.999080459770115;;;ON237335.1;;;HRSV/A/Argentina/BA-HNRG-359/2017;0;0
PP_001PQC6.1;A.D.2.2;2017-06-23;Argentina;Ciudad Autonoma de Buenos Aires;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15217;2023-02-11;PP_001PQC6;ON237339.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9994088669950739;;;ON237339.1;;;HRSV/A/Argentina/BA-HNRG-367/2017;0;0
PP_001PQF0.1;A.D.2.2;2017-06-27;Argentina;Buenos Aires, Laferrere;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15207;2023-02-11;PP_001PQF0;ON237342.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9976354679802956;;;ON237342.1;;;HRSV/A/Argentina/BA-HNRG-372/2017;1;17
PP_001PQGY.1;A.D.1;2017-06-29;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15215;2023-02-11;PP_001PQGY;ON237343.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9993431855500821;;;ON237343.1;;;HRSV/A/Argentina/BA-HNRG-375/2017;0;0
PP_001PQHV.1;A.D.1;2017-06-30;Argentina;Buenos Aires, Jose C. Paz;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15218;2023-02-11;PP_001PQHV;ON237344.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9995402298850574;;;ON237344.1;;;HRSV/A/Argentina/BA-HNRG-376/2017;0;0
PP_001PQJT.1;A.D.2.2;2017-06-30;Argentina;Buenos Aires, Lomas de Zamora;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15209;2023-02-11;PP_001PQJT;ON237345.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9988834154351396;;;ON237345.1;;;HRSV/A/Argentina/BA-HNRG-377/2017;0;0
PP_001PQMM.1;A.D.1;2017-07-05;Argentina;Ciudad Autonoma de Buenos Aires;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15206;2023-02-11;PP_001PQMM;ON237348.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9986863711001642;;;ON237348.1;;;HRSV/A/Argentina/BA-HNRG-381/2017;1;0
PP_001PQNK.1;A.D.1;2017-07-05;Argentina;Buenos Aires, Grand Bourg;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15210;2023-02-11;PP_001PQNK;ON237349.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.998752052545156;;;ON237349.1;;;HRSV/A/Argentina/BA-HNRG-382/2017;0;0
PP_001PQPH.1;A.D.1;2017-07-10;Argentina;Buenos Aires, Moreno;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15216;2023-02-11;PP_001PQPH;ON237350.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9994088669950739;;;ON237350.1;;;HRSV/A/Argentina/BA-HNRG-385/2017;0;0
PP_001PQRD.1;A.D.2.2;2017-07-17;Argentina;Buenos Aires, Lomas de Zamora;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15217;2023-02-11;PP_001PQRD;ON237352.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9993431855500821;;;ON237352.1;;;HRSV/A/Argentina/BA-HNRG-388/2017;1;0
PP_001PQSB.1;A.D.5;2017-07-18;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15216;2023-02-11;PP_001PQSB;ON237353.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9994088669950739;;;ON237353.1;;;HRSV/A/Argentina/BA-HNRG-390/2017;2;0
PP_001PQT9.1;A.D.2.2;2017-07-20;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15211;2023-02-11;PP_001PQT9;ON237354.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9990147783251232;;;ON237354.1;;;HRSV/A/Argentina/BA-HNRG-392/2017;0;2
PP_001PQU7.1;A.D.2.2;2017-07-31;Argentina;;"Goya, S.; Lucion, M. F.; Shilts, M. H.; Juarez, M. D. V.; Gentile, A.; Mistchenko, A. S.; Viegas, M.; Das, S. R.";Ricardo Gutierrez Children's Hospital, Virology Laboratory;Homo sapiens;15217;2023-02-11;PP_001PQU7;ON237355.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9993431855500821;;;ON237355.1;;;HRSV/A/Argentina/BA-HNRG-397/2017;1;0
PP_001PWGS.1;A.D.5.3;2020-02-04;Philippines;Davao;"Wang, L.; Lumandas, M. U.; Arguelles, V. L.; Morin, J.; Aggarwal, M.; Tatusov, R.; Vega, E.";Centers for Disease Control and Prevention (CDC), Division of Viral Diseases (DVD);Homo sapiens;15230;2023-04-05;PP_001PWGS;OP320398.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;1.0;;;OP320398.1;;;HRSV/A/Philippines/99085/2020;0;0
PP_001PWHP.1;A.D.5.3;2020-03-09;Philippines;Davao;"Wang, L.; Lumandas, M. U.; Arguelles, V. L.; Morin, J.; Aggarwal, M.; Tatusov, R.; Vega, E.";Centers for Disease Control and Prevention (CDC), Division of Viral Diseases (DVD);Homo sapiens;15208;2023-04-05;PP_001PWHP;OP320399.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9988834154351396;;;OP320399.1;;;HRSV/A/Philippines/99087/2020;0;0
PP_001Q6AS.1;A.D.4;2022-03-22;Kenya;Kilifi;"Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.";KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography;Homo sapiens;14777;2022-12-06;PP_001Q6AS;OP744443.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.969392446633826;;;OP744443.2;;;Kilifi/RSVA/HF20013_22/03/2022;0;20
PP_001Q6DL.1;A.D.5;2022-03-25;Kenya;Kilifi;"Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.";KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography;Homo sapiens;14776;2022-12-06;PP_001Q6DL;OP744446.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9691297208538587;;;OP744446.2;;;Kilifi/RSVA/HF20017_25/03/2022;0;21
PP_001Q6HB.1;A.D.5;2021-04-01;Kenya;Kilifi;"Lambisia, A. W.; Makori, T. O.; Mutunga, M.; Lewa, C.; Githinji, G.; Agoti, C. N.; Nokes, J. D.";KEMRI-Wellcome Trust, Kilifi, Kenya, Epidemiology and Demography;Homo sapiens;14781;2022-12-06;PP_001Q6HB;OP744450.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9691954022988506;;;OP744450.2;;;Kilifi/RSVA/HF20021_01/04/2021;0;23
PP_001Q7GD.2;A.D.5.2;2022-11;USA;WA;"Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.";UW Virology, Laboratory Medicine;Homo sapiens;15123;2022-12-04;PP_001Q7GD;OP890334.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32118109;0.9935632183908046;;;OP890334.1;SRR22580761;;hRSV/A/USA/20229BGEF/2022;0;0
PP_001Q7L4.2;A.D.5.2;2022-10;USA;WA;"Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.";UW Virology, Laboratory Medicine;Homo sapiens;15261;2022-12-04;PP_001Q7L4;OP890338.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32118114;1.0;;;OP890338.1;SRR22580756;;hRSV/A/USA/20229SL51/2022;0;0
PP_001Q7M2.2;A.D.5.2;2022-10;USA;WA;"Goya, S.; Sereewit, J.; Pfalmer, D.; Nguyen, T. V.; Bakhash, S. A. K. M.; Sobolik, E. B.; Greninger, A. L.";UW Virology, Laboratory Medicine;Homo sapiens;15256;2022-12-04;PP_001Q7M2;OP890339.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32118115;1.0;;;OP890339.1;SRR22580755;;hRSV/A/USA/2022JECVB/2022;0;0
PP_001QDCF.1;A.D.3.4;2022-11-02;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15068;2022-12-13;PP_001QDCF;OQ024115.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32123149;0.9858784893267651;;;OQ024115.1;SRR22672293;;RSV/Human/USA/MA-Broad_MGB-13720/2022;1;47
PP_001QECE.1;A.D.1;2022-11-05;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;14886;2022-12-13;PP_001QECE;OQ024149.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32123096;0.9534975369458129;;;OQ024149.1;SRR22672263;;RSV/Human/USA/MA-Broad_MGB-13667/2022;0;369
PP_001QEJ1.1;A.D.1.4;2022-11-04;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15232;2022-12-13;PP_001QEJ1;OQ024155.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32123114;0.9990147783251232;;;OQ024155.1;SRR22672332;;RSV/Human/USA/MA-Broad_MGB-13685/2022;0;0
PP_001QEZ5.1;A.D.1.7;2022-10-12;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15148;2023-01-05;PP_001QEZ5;OQ171904.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287804;0.9929064039408867;;;OQ171904.1;SRR22865239;;RSV/Human/USA/MA-Broad_MGB-13792/2022;8;7
PP_001QF11.1;A.D.1.5;2022-07-27;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15265;2023-01-05;PP_001QF11;OQ171906.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287827;0.9999343185550083;;;OQ171906.1;SRR22865255;;RSV/Human/USA/MA-Broad_MGB-13815/2022;1;0
PP_001QF6R.1;A.D.1.7;2022-07-13;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15261;2023-01-05;PP_001QF6R;OQ171911.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287814;0.9999343185550083;;;OQ171911.1;SRR22865269;;RSV/Human/USA/MA-Broad_MGB-13802/2022;1;0
PP_001QFLW.1;A.D.5.2;2022-10-12;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15083;2023-01-05;PP_001QFLW;OQ171925.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287805;0.9902134646962233;;;OQ171925.1;SRR22865238;;RSV/Human/USA/MA-Broad_MGB-13793/2022;0;0
PP_001QFMU.1;A.D.1.7;2022-10-26;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15253;2023-01-05;PP_001QFMU;OQ171926.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287770;1.0;;;OQ171926.1;SRR22865223;;RSV/Human/USA/MA-Broad_MGB-13758/2022;0;0
PP_001QFQN.1;A.D.5.2;2022-10-12;USA;Massachusetts;"Adams, G.; Uddin, R.; Messer, K.; Dobbins, S.; Kotzen, B.; Siddle, K. J.; Petros, B.; Paull, J.; Brock-Fisher, T.; Levine, Z.; Krasilnikova, L.; Negrete-Arenas, F.; Tomkins-Tinch, C.; Chaluvadi, S.; Marmol, C.; DeRuff, K.; Loreth, C.; Birren, B. W.; Park, D. J.; MacInnis, B. L.; Sabeti, P. C.; Rosenberg, E.; Turbett, S.; Lemieux, J. E.";Broad Institute of Harvard and MIT, Infectious Disease Program;Homo sapiens;15177;2023-01-05;PP_001QFQN;OQ171929.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN32287803;0.9963218390804598;;;OQ171929.1;SRR22865240;;RSV/Human/USA/MA-Broad_MGB-13791/2022;0;0
PP_001QGF6.1;A.D.3.4;2022-11-02;Austria;;"Redlberger-Fritz, M.; Springer, D. N.; Aberle, S. W.; Camp, J. V.; Aberle, J. H.";Medical University of Vienna, Center for Virology;Homo sapiens;15262;2023-02-19;PP_001QGF6;OQ261753.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.8911658456486042;;;OQ261753.1;;;hRSV/A/Austria/MUW1562468/2022;0;1657
PP_001T432.1;A.D;2018-03-15;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14707;2023-04-15;PP_001T432;OQ595267.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9685385878489327;;;OQ595267.1;;;Kilifi/RSVA/HF20037_15/03/2018;0;33
PP_001T48S.1;A.D.4;2018-03-19;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14780;2023-04-15;PP_001T48S;OQ595272.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9693267651888342;;;OQ595272.2;;;Kilifi/RSVA/HF20042_19/03/2018;0;22
PP_001T4FC.1;A.D.4;2018-03-29;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14779;2023-04-15;PP_001T4FC;OQ595279.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9692610837438423;;;OQ595279.2;;;Kilifi/RSVA/HF20049_29/03/2018;0;22
PP_001T4L1.1;A.D.4;2018-04-04;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14779;2023-04-15;PP_001T4L1;OQ595284.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9691954022988506;;;OQ595284.2;;;Kilifi/RSVA/HF20054_04/04/2018;0;23
PP_001T4WF.1;A.D.4;2018-04-11;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14779;2023-04-15;PP_001T4WF;OQ595294.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9692610837438423;;;OQ595294.2;;;Kilifi/RSVA/HF20064_11/04/2018;0;22
PP_001T4YB.1;A.D.4;2018-04-13;Kenya;Kilifi;"Lambisia, A. W.; Lewa, C.; Mutunga, M.; Cheruiyot, R.; Okanda, D.; Makori, T.; Githinji, G.; Nokes, J. D.; Agoti, C.";KEMRI-Wellcome Trust, Epidemiology and Demography;Homo sapiens;14778;2023-04-15;PP_001T4YB;OQ595296.2;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;;0.9692610837438423;;;OQ595296.2;;;Kilifi/RSVA/HF20066_13/04/2018;0;22
